sample_name,13:28607900-28608500,20:31022200-31022800,2:25456900-25457400,5:170837300-170837800,total_mapped_reads,total_reads_in_bam,total_reads_in_fastq,unmapped_reads,,,
Aditi_709_S709,0,0,0,0,0,3808,3808,3808,Aditi,709,S709
Aditi_71_S71,0,0,3,0,3,2385,2386,2382,Aditi,71,S71
Aditi_710_S710,0,0,10,0,10,3488,3488,3478,Aditi,710,S710
Aditi_711_S711,0,0,10,0,10,2776,2776,2766,Aditi,711,S711
Aditi_712_S712,0,0,2,0,2,3582,3582,3580,Aditi,712,S712
Aditi_713_S713,0,0,10,0,10,4462,4462,4452,Aditi,713,S713
Aditi_714_S714,0,0,0,0,0,3770,3770,3770,Aditi,714,S714
Aditi_715_S715,0,0,17,0,17,3413,3414,3396,Aditi,715,S715
Aditi_716_S716,0,0,160,0,160,2282,2286,2122,Aditi,716,S716
Aditi_717_S717,0,0,18,0,18,2756,2756,2738,Aditi,717,S717
Aditi_718_S718,0,0,0,0,0,3372,3372,3372,Aditi,718,S718
Aditi_719_S719,0,0,11,0,11,3621,3622,3610,Aditi,719,S719
Aditi_72_S72,0,70,0,0,70,44108,44108,44038,Aditi,72,S72
Aditi_720_S720,0,0,2,0,2,3544,3546,3542,Aditi,720,S720
Aditi_721_S721,0,0,0,0,0,4104,4104,4104,Aditi,721,S721
Aditi_722_S722,0,0,20,0,20,5068,5068,5048,Aditi,722,S722
Aditi_723_S723,0,0,2,0,2,4352,4352,4350,Aditi,723,S723
Aditi_724_S724,0,2,8,0,10,4302,4302,4292,Aditi,724,S724
Aditi_725_S725,0,0,6,0,6,3860,3860,3854,Aditi,725,S725
Aditi_726_S726,0,0,4,0,4,3670,3670,3666,Aditi,726,S726
Aditi_727_S727,0,0,0,0,0,4084,4084,4084,Aditi,727,S727
Aditi_728_S728,0,0,0,0,0,2278,2278,2278,Aditi,728,S728
Aditi_729_S729,0,0,4,0,4,4464,4464,4460,Aditi,729,S729
Aditi_73_S73,0,0,0,0,0,1686,1686,1686,Aditi,73,S73
Aditi_730_S730,0,0,14,0,14,3252,3252,3238,Aditi,730,S730
Aditi_731_S731,0,0,3,0,3,3877,3878,3874,Aditi,731,S731
Aditi_732_S732,0,0,7,0,7,3671,3672,3664,Aditi,732,S732
Aditi_733_S733,0,0,3,0,3,3303,3304,3300,Aditi,733,S733
Aditi_734_S734,0,0,0,0,0,4012,4012,4012,Aditi,734,S734
Aditi_735_S735,0,0,0,0,0,2956,2956,2956,Aditi,735,S735
Aditi_736_S736,0,0,18,0,18,3198,3198,3180,Aditi,736,S736
Aditi_737_S737,0,0,26,0,26,4974,4974,4948,Aditi,737,S737
Aditi_738_S738,0,0,10,0,10,4032,4034,4022,Aditi,738,S738
Aditi_739_S739,0,0,23322,0,23322,26152,26398,2830,Aditi,739,S739
Aditi_74_S74,0,0,8,0,8,1910,1910,1902,Aditi,74,S74
Aditi_740_S740,0,0,1545,0,1545,4849,4860,3304,Aditi,740,S740
Aditi_741_S741,0,0,12,0,12,4352,4352,4340,Aditi,741,S741
Aditi_742_S742,0,0,0,0,0,3912,3912,3912,Aditi,742,S742
Aditi_743_S743,0,0,5,0,5,3425,3426,3420,Aditi,743,S743
Aditi_744_S744,0,0,6,0,6,4074,4074,4068,Aditi,744,S744
Aditi_745_S745,0,0,2,0,2,4674,4674,4672,Aditi,745,S745
Aditi_746_S746,0,0,4,0,4,4258,4258,4254,Aditi,746,S746
Aditi_747_S747,0,0,13,0,13,3567,3568,3554,Aditi,747,S747
Aditi_748_S748,0,0,2,0,2,3500,3500,3498,Aditi,748,S748
Aditi_749_S749,0,0,0,0,0,4206,4206,4206,Aditi,749,S749
Aditi_75_S75,0,0,6,0,6,1910,1910,1904,Aditi,75,S75
Aditi_750_S750,0,0,0,0,0,3012,3012,3012,Aditi,750,S750
Aditi_751_S751,0,0,8,0,8,3098,3098,3090,Aditi,751,S751
Aditi_752_S752,0,0,2,0,2,3510,3510,3508,Aditi,752,S752
Aditi_753_S753,0,0,12,0,12,3152,3152,3140,Aditi,753,S753
Aditi_754_S754,0,0,6,0,6,2808,2808,2802,Aditi,754,S754
Aditi_755_S755,0,0,2,0,2,3376,3376,3374,Aditi,755,S755
Aditi_756_S756,0,0,4,0,4,3882,3882,3878,Aditi,756,S756
Aditi_757_S757,0,0,27,0,27,4817,4826,4790,Aditi,757,S757
Aditi_758_S758,0,0,0,0,0,2250,2250,2250,Aditi,758,S758
Aditi_759_S759,0,0,8,0,8,2904,2904,2896,Aditi,759,S759
Aditi_76_S76,0,0,11,0,11,1891,1892,1880,Aditi,76,S76
Aditi_760_S760,0,0,13,0,13,2757,2758,2744,Aditi,760,S760
Aditi_761_S761,0,0,5,0,5,3907,3908,3902,Aditi,761,S761
Aditi_762_S762,0,0,0,0,0,3708,3708,3708,Aditi,762,S762
Aditi_763_S763,0,0,4,0,4,3392,3392,3388,Aditi,763,S763
Aditi_764_S764,0,0,98208,0,98208,102612,103516,4404,Aditi,764,S764
Aditi_765_S765,0,0,4,0,4,1890,1890,1886,Aditi,765,S765
Aditi_766_S766,0,0,9,0,9,3645,3646,3636,Aditi,766,S766
Aditi_767_S767,0,0,4,0,4,2534,2534,2530,Aditi,767,S767
Aditi_768_S768,0,0,4,0,4,210,210,206,Aditi,768,S768
Aditi_769_S769,0,0,0,0,0,5742,5742,5742,Aditi,769,S769
Aditi_77_S77,0,0,4,0,4,1752,1752,1748,Aditi,77,S77
Aditi_770_S770,0,0,0,0,0,5606,5606,5606,Aditi,770,S770
Aditi_771_S771,0,0,0,0,0,5428,5428,5428,Aditi,771,S771
Aditi_772_S772,0,0,1,0,1,5349,5350,5348,Aditi,772,S772
Aditi_773_S773,0,2,4,0,6,6586,6586,6580,Aditi,773,S773
Aditi_774_S774,0,0,0,0,0,5342,5342,5342,Aditi,774,S774
Aditi_775_S775,0,0,3,0,3,5455,5456,5452,Aditi,775,S775
Aditi_776_S776,0,0,0,0,0,2886,2886,2886,Aditi,776,S776
Aditi_777_S777,0,0,5,0,5,4915,4916,4910,Aditi,777,S777
Aditi_778_S778,0,0,1,0,1,5715,5716,5714,Aditi,778,S778
Aditi_779_S779,0,0,3,0,3,6045,6046,6042,Aditi,779,S779
Aditi_78_S78,0,0,0,0,0,1848,1848,1848,Aditi,78,S78
Aditi_780_S780,0,0,0,0,0,4254,4254,4254,Aditi,780,S780
Aditi_781_S781,0,0,1,0,1,6041,6042,6040,Aditi,781,S781
Aditi_782_S782,0,0,4,0,4,6400,6402,6396,Aditi,782,S782
Aditi_783_S783,0,0,1,0,1,4551,4552,4550,Aditi,783,S783
Aditi_784_S784,0,0,0,0,0,6350,6350,6350,Aditi,784,S784
Aditi_785_S785,0,0,1,0,1,4381,4382,4380,Aditi,785,S785
Aditi_786_S786,0,0,0,0,0,6084,6084,6084,Aditi,786,S786
Aditi_787_S787,0,0,0,0,0,6740,6740,6740,Aditi,787,S787
Aditi_788_S788,0,0,2755,0,2755,7581,7618,4826,Aditi,788,S788
Aditi_789_S789,0,0,1,0,1,5083,5084,5082,Aditi,789,S789
Aditi_79_S79,0,0,2,0,2,3208,3208,3206,Aditi,79,S79
Aditi_790_S790,0,0,0,0,0,5114,5114,5114,Aditi,790,S790
Aditi_791_S791,0,0,0,0,0,7118,7118,7118,Aditi,791,S791
Aditi_792_S792,0,0,2,0,2,6562,6564,6560,Aditi,792,S792
Aditi_793_S793,0,0,0,0,0,4412,4412,4412,Aditi,793,S793
Aditi_794_S794,0,0,3,0,3,5883,5884,5880,Aditi,794,S794
Aditi_795_S795,0,0,0,0,0,4288,4288,4288,Aditi,795,S795
Aditi_796_S796,0,0,4,0,4,5082,5084,5078,Aditi,796,S796
Aditi_797_S797,0,0,4,0,4,6380,6382,6376,Aditi,797,S797
Aditi_798_S798,0,0,31,0,31,5389,5390,5358,Aditi,798,S798
Aditi_799_S799,0,0,1,0,1,5983,5984,5982,Aditi,799,S799
Aditi_8_S8,0,2,16,0,18,8532,8532,8514,Aditi,8,S8
Aditi_80_S80,0,64,8,0,72,7794,7798,7722,Aditi,80,S80
Aditi_800_S800,0,0,1,0,1,4229,4230,4228,Aditi,800,S800
Aditi_801_S801,0,0,2,0,2,3572,3572,3570,Aditi,801,S801
Aditi_802_S802,0,0,3,0,3,7129,7130,7126,Aditi,802,S802
Aditi_803_S803,0,0,1,0,1,5487,5488,5486,Aditi,803,S803
Aditi_804_S804,0,0,2,0,2,4500,4500,4498,Aditi,804,S804
Aditi_805_S805,0,0,0,0,0,5878,5878,5878,Aditi,805,S805
Aditi_806_S806,0,0,3,0,3,6081,6084,6078,Aditi,806,S806
Aditi_807_S807,0,0,1,0,1,7207,7208,7206,Aditi,807,S807
Aditi_808_S808,0,0,5,0,5,5831,5832,5826,Aditi,808,S808
Aditi_809_S809,0,0,0,0,0,4744,4744,4744,Aditi,809,S809
Aditi_81_S81,0,0,0,0,0,1384,1384,1384,Aditi,81,S81
Aditi_810_S810,0,4,1,0,5,6331,6332,6326,Aditi,810,S810
Aditi_811_S811,0,0,3,0,3,6427,6430,6424,Aditi,811,S811
Aditi_812_S812,0,4,4,0,8,8576,8576,8568,Aditi,812,S812
Aditi_813_S813,0,0,1,0,1,4827,4828,4826,Aditi,813,S813
Aditi_814_S814,0,0,1,0,1,5349,5350,5348,Aditi,814,S814
Aditi_815_S815,0,0,0,0,0,7578,7578,7578,Aditi,815,S815
Aditi_816_S816,0,0,0,0,0,7012,7012,7012,Aditi,816,S816
Aditi_817_S817,0,0,2,0,2,2830,2832,2828,Aditi,817,S817
Aditi_818_S818,0,0,0,0,0,5916,5916,5916,Aditi,818,S818
Aditi_819_S819,0,0,1,0,1,5887,5888,5886,Aditi,819,S819
Aditi_82_S82,0,0,2,0,2,346,346,344,Aditi,82,S82
Aditi_820_S820,0,0,0,0,0,5500,5500,5500,Aditi,820,S820
Aditi_821_S821,0,0,1,0,1,5213,5214,5212,Aditi,821,S821
Aditi_822_S822,0,0,0,0,0,7480,7480,7480,Aditi,822,S822
Aditi_823_S823,0,0,2,0,2,5550,5552,5548,Aditi,823,S823
Aditi_824_S824,0,0,0,0,0,3626,3626,3626,Aditi,824,S824
Aditi_825_S825,0,0,0,0,0,2590,2590,2590,Aditi,825,S825
Aditi_826_S826,0,0,0,0,0,5956,5956,5956,Aditi,826,S826
Aditi_827_S827,0,0,2,0,2,5850,5850,5848,Aditi,827,S827
Aditi_828_S828,0,0,0,0,0,5782,5782,5782,Aditi,828,S828
Aditi_829_S829,0,0,0,0,0,5832,5832,5832,Aditi,829,S829
Aditi_83_S83,0,0,0,0,0,2100,2100,2100,Aditi,83,S83
Aditi_830_S830,0,0,0,0,0,5926,5926,5926,Aditi,830,S830
Aditi_831_S831,0,0,0,0,0,3722,3722,3722,Aditi,831,S831
Aditi_832_S832,0,0,0,0,0,4438,4438,4438,Aditi,832,S832
Aditi_833_S833,0,0,0,0,0,6684,6684,6684,Aditi,833,S833
Aditi_834_S834,0,0,1,0,1,6917,6918,6916,Aditi,834,S834
Aditi_835_S835,0,0,0,0,0,7784,7784,7784,Aditi,835,S835
Aditi_836_S836,0,0,0,0,0,6850,6850,6850,Aditi,836,S836
Aditi_837_S837,0,0,0,0,0,7090,7090,7090,Aditi,837,S837
Aditi_838_S838,0,0,4,0,4,7244,7246,7240,Aditi,838,S838
Aditi_839_S839,0,0,2,0,2,6610,6610,6608,Aditi,839,S839
Aditi_84_S84,0,0,0,0,0,1892,1892,1892,Aditi,84,S84
Aditi_840_S840,0,0,0,0,0,5510,5510,5510,Aditi,840,S840
Aditi_841_S841,0,0,2,0,2,4210,4210,4208,Aditi,841,S841
Aditi_842_S842,0,0,6,0,6,7414,7418,7408,Aditi,842,S842
Aditi_843_S843,0,0,1,0,1,6723,6724,6722,Aditi,843,S843
Aditi_844_S844,0,0,1,0,1,6321,6322,6320,Aditi,844,S844
Aditi_845_S845,0,0,3,0,3,3839,3840,3836,Aditi,845,S845
Aditi_846_S846,0,0,1,0,1,4991,4992,4990,Aditi,846,S846
Aditi_847_S847,0,0,3,0,3,3071,3072,3068,Aditi,847,S847
Aditi_848_S848,0,0,0,0,0,4154,4154,4154,Aditi,848,S848
Aditi_849_S849,0,0,1,0,1,5201,5202,5200,Aditi,849,S849
Aditi_85_S85,0,0,8,0,8,2742,2750,2734,Aditi,85,S85
Aditi_850_S850,0,0,2,0,2,5220,5220,5218,Aditi,850,S850
Aditi_851_S851,0,0,4,0,4,8656,8660,8652,Aditi,851,S851
Aditi_852_S852,0,0,2,0,2,6154,6154,6152,Aditi,852,S852
Aditi_853_S853,0,12,35,0,47,10913,10944,10866,Aditi,853,S853
Aditi_854_S854,0,0,0,0,0,2190,2190,2190,Aditi,854,S854
Aditi_855_S855,0,0,0,0,0,2938,2938,2938,Aditi,855,S855
Aditi_856_S856,0,0,2,0,2,2816,2816,2814,Aditi,856,S856
Aditi_857_S857,0,0,2,0,2,5026,5028,5024,Aditi,857,S857
Aditi_858_S858,0,0,0,0,0,5784,5784,5784,Aditi,858,S858
Aditi_859_S859,0,0,1,0,1,5595,5596,5594,Aditi,859,S859
Aditi_86_S86,0,0,0,0,0,1616,1616,1616,Aditi,86,S86
Aditi_860_S860,0,0,0,0,0,5016,5016,5016,Aditi,860,S860
Aditi_861_S861,0,0,0,0,0,2664,2664,2664,Aditi,861,S861
Aditi_862_S862,0,0,1,0,1,7419,7420,7418,Aditi,862,S862
Aditi_863_S863,0,0,8,0,8,1596,1598,1588,Aditi,863,S863
Aditi_864_S864,0,0,0,0,0,1422,1422,1422,Aditi,864,S864
Aditi_865_S865,0,0,52679,0,52679,57907,58474,5228,Aditi,865,S865
Aditi_866_S866,0,0,13591,0,13591,18229,18360,4638,Aditi,866,S866
Aditi_867_S867,0,0,54525,0,54525,57803,58376,3278,Aditi,867,S867
Aditi_868_S868,0,0,31688,0,31688,35094,35458,3406,Aditi,868,S868
Aditi_869_S869,0,0,50098,0,50098,54214,54676,4116,Aditi,869,S869
Aditi_87_S87,0,0,0,0,0,2084,2084,2084,Aditi,87,S87
Aditi_870_S870,0,0,50037,0,50037,57643,58102,7606,Aditi,870,S870
Aditi_871_S871,0,0,129,0,129,135,138,6,Aditi,871,S871
Aditi_872_S872,0,0,48381,0,48381,56041,56520,7660,Aditi,872,S872
Aditi_873_S873,0,0,36042,0,36042,41858,42216,5816,Aditi,873,S873
Aditi_874_S874,0,0,27162,0,27162,34070,34366,6908,Aditi,874,S874
Aditi_875_S875,0,0,43267,0,43267,48795,49218,5528,Aditi,875,S875
Aditi_876_S876,0,0,38564,0,38564,42386,42754,3822,Aditi,876,S876
Aditi_877_S877,0,0,48820,0,48820,52228,52666,3408,Aditi,877,S877
Aditi_878_S878,0,0,19132,0,19132,21748,21968,2616,Aditi,878,S878
Aditi_879_S879,0,0,24487,0,24487,28627,28892,4140,Aditi,879,S879
Aditi_88_S88,0,0,0,0,0,9330,9330,9330,Aditi,88,S88
Aditi_880_S880,0,0,61809,0,61809,67809,68448,6000,Aditi,880,S880
Aditi_881_S881,0,0,38371,0,38371,44453,44840,6082,Aditi,881,S881
Aditi_882_S882,0,0,33335,0,33335,41691,42012,8356,Aditi,882,S882
Aditi_883_S883,0,0,32765,0,32765,38735,39102,5970,Aditi,883,S883
Aditi_884_S884,0,0,42030,0,42030,45708,46144,3678,Aditi,884,S884
Aditi_885_S885,0,0,110380,0,110380,116154,117262,5774,Aditi,885,S885
Aditi_886_S886,0,0,3483,0,3483,6715,6766,3232,Aditi,886,S886
Aditi_887_S887,0,0,45701,0,45701,51533,52002,5832,Aditi,887,S887
Aditi_888_S888,0,0,41843,0,41843,45981,46394,4138,Aditi,888,S888
Aditi_889_S889,0,0,12162,0,12162,15674,15800,3512,Aditi,889,S889
Aditi_89_S89,0,0,0,0,0,1416,1416,1416,Aditi,89,S89
Aditi_890_S890,0,0,27410,0,27410,34432,34718,7022,Aditi,890,S890
Aditi_891_S891,0,0,2414,0,2414,6450,6466,4036,Aditi,891,S891
Aditi_892_S892,0,0,38874,0,38874,42984,43374,4110,Aditi,892,S892
Aditi_893_S893,0,0,24961,0,24961,30885,31124,5924,Aditi,893,S893
Aditi_894_S894,0,0,38327,0,38327,42089,42502,3762,Aditi,894,S894
Aditi_895_S895,0,0,33175,0,33175,37039,37394,3864,Aditi,895,S895
Aditi_896_S896,0,0,19659,0,19659,22749,22958,3090,Aditi,896,S896
Aditi_897_S897,0,0,103955,0,103955,109803,110806,5848,Aditi,897,S897
Aditi_898_S898,0,0,383,0,383,3377,3386,2994,Aditi,898,S898
Aditi_899_S899,0,0,36758,0,36758,40728,41098,3970,Aditi,899,S899
Aditi_9_S9,0,0,4,0,4,1256,1256,1252,Aditi,9,S9
Aditi_90_S90,0,0,0,0,0,1604,1604,1604,Aditi,90,S90
Aditi_900_S900,0,0,61758,0,61758,66802,67470,5044,Aditi,900,S900
Aditi_901_S901,0,0,75104,0,75104,81406,82158,6302,Aditi,901,S901
Aditi_902_S902,0,0,46625,0,46625,48697,49116,2072,Aditi,902,S902
Aditi_903_S903,0,0,43079,0,43079,47679,48148,4600,Aditi,903,S903
Aditi_904_S904,0,0,26836,0,26836,30572,30838,3736,Aditi,904,S904
Aditi_905_S905,0,0,46409,0,46409,50599,51070,4190,Aditi,905,S905
Aditi_906_S906,0,0,39131,0,39131,44729,45152,5598,Aditi,906,S906
Aditi_907_S907,0,0,56775,0,56775,60921,61518,4146,Aditi,907,S907
Aditi_908_S908,0,0,94537,0,94537,100605,101494,6068,Aditi,908,S908
Aditi_909_S909,0,0,51897,0,51897,56715,57274,4818,Aditi,909,S909
Aditi_91_S91,0,0,1,0,1,1653,1654,1652,Aditi,91,S91
Aditi_910_S910,0,0,128213,0,128213,134907,136172,6694,Aditi,910,S910
Aditi_911_S911,0,0,108160,0,108160,112410,113384,4250,Aditi,911,S911
Aditi_912_S912,0,0,10059,0,10059,15369,15486,5310,Aditi,912,S912
Aditi_913_S913,0,0,14250,0,14250,17164,17314,2914,Aditi,913,S913
Aditi_914_S914,0,0,22047,0,22047,27133,27358,5086,Aditi,914,S914
Aditi_915_S915,0,0,25523,0,25523,29025,29312,3502,Aditi,915,S915
Aditi_916_S916,0,0,29286,0,29286,33422,33704,4136,Aditi,916,S916
Aditi_917_S917,0,0,15750,0,15750,20196,20378,4446,Aditi,917,S917
Aditi_918_S918,0,0,85031,0,85031,91053,91906,6022,Aditi,918,S918
Aditi_919_S919,0,0,12905,0,12905,16969,17098,4064,Aditi,919,S919
Aditi_92_S92,0,0,0,0,0,1532,1532,1532,Aditi,92,S92
Aditi_920_S920,0,0,16776,0,16776,21090,21266,4314,Aditi,920,S920
Aditi_921_S921,0,0,2814,0,2814,8358,8384,5544,Aditi,921,S921
Aditi_922_S922,0,0,6131,0,6131,11961,12046,5830,Aditi,922,S922
Aditi_923_S923,0,0,15899,0,15899,20975,21138,5076,Aditi,923,S923
Aditi_924_S924,0,0,28789,0,28789,32963,33270,4174,Aditi,924,S924
Aditi_925_S925,0,0,35925,0,35925,41959,42318,6034,Aditi,925,S925
Aditi_926_S926,0,0,30204,0,30204,34418,34744,4214,Aditi,926,S926
Aditi_927_S927,0,0,275,0,275,3769,3774,3494,Aditi,927,S927
Aditi_928_S928,0,0,49916,0,49916,55368,55902,5452,Aditi,928,S928
Aditi_929_S929,0,0,52671,0,52671,56543,57034,3872,Aditi,929,S929
Aditi_93_S93,0,0,5,0,5,1177,1178,1172,Aditi,93,S93
Aditi_930_S930,0,0,79312,0,79312,83694,84472,4382,Aditi,930,S930
Aditi_931_S931,0,0,200291,0,200291,206525,208402,6234,Aditi,931,S931
Aditi_932_S932,0,0,50739,0,50739,55209,55676,4470,Aditi,932,S932
Aditi_933_S933,0,0,99945,0,99945,106407,107352,6462,Aditi,933,S933
Aditi_934_S934,0,0,5432,0,5432,11450,11498,6018,Aditi,934,S934
Aditi_935_S935,0,0,57126,0,57126,61376,61980,4250,Aditi,935,S935
Aditi_936_S936,0,0,14465,0,14465,20349,20500,5884,Aditi,936,S936
Aditi_937_S937,0,0,47463,0,47463,52171,52612,4708,Aditi,937,S937
Aditi_938_S938,0,0,37063,0,37063,42067,42436,5004,Aditi,938,S938
Aditi_939_S939,0,0,20747,0,20747,23989,24228,3242,Aditi,939,S939
Aditi_94_S94,0,0,0,0,0,1854,1854,1854,Aditi,94,S94
Aditi_940_S940,0,0,54810,0,54810,57996,58580,3186,Aditi,940,S940
Aditi_941_S941,0,0,30878,0,30878,33632,33912,2754,Aditi,941,S941
Aditi_942_S942,0,0,1660,0,1660,5806,5838,4146,Aditi,942,S942
Aditi_943_S943,0,0,1114,0,1114,5518,5536,4404,Aditi,943,S943
Aditi_944_S944,0,0,496,0,496,5160,5170,4664,Aditi,944,S944
Aditi_945_S945,0,0,25901,0,25901,29089,29344,3188,Aditi,945,S945
Aditi_946_S946,0,0,158,0,158,5002,5008,4844,Aditi,946,S946
Aditi_947_S947,0,0,3692,0,3692,8026,8056,4334,Aditi,947,S947
Aditi_948_S948,0,0,50803,0,50803,55155,55724,4352,Aditi,948,S948
Aditi_949_S949,0,0,1616,0,1616,7698,7732,6082,Aditi,949,S949
Aditi_95_S95,0,0,2,0,2,1756,1756,1754,Aditi,95,S95
Aditi_950_S950,0,0,9621,0,9621,12649,12726,3028,Aditi,950,S950
Aditi_951_S951,0,0,62198,0,62198,69098,69684,6900,Aditi,951,S951
Aditi_952_S952,0,0,73052,0,73052,80630,81310,7578,Aditi,952,S952
Aditi_953_S953,0,0,29299,0,29299,33971,34280,4672,Aditi,953,S953
Aditi_954_S954,0,0,331,0,331,2771,2778,2440,Aditi,954,S954
Aditi_955_S955,0,0,52566,0,52566,56212,56656,3646,Aditi,955,S955
Aditi_956_S956,0,0,80763,0,80763,83439,84218,2676,Aditi,956,S956
Aditi_957_S957,0,0,34331,0,34331,36177,36574,1846,Aditi,957,S957
Aditi_958_S958,0,0,54220,0,54220,58928,59530,4708,Aditi,958,S958
Aditi_959_S959,0,0,37188,0,37188,41932,42306,4744,Aditi,959,S959
Aditi_96_S96,0,82,0,0,82,1190,1192,1108,Aditi,96,S96
Aditi_960_S960,0,0,31258,0,31258,33114,33460,1856,Aditi,960,S960
Aditi_961_S961,0,1375,47105,0,48480,51338,51796,2858,Aditi,961,S961
Aditi_962_S962,0,0,50717,0,50717,52613,53134,1896,Aditi,962,S962
Aditi_963_S963,0,0,462,0,462,494,498,32,Aditi,963,S963
Aditi_964_S964,0,0,14603,0,14603,14775,14952,172,Aditi,964,S964
Aditi_965_S965,0,0,26628,0,26628,30862,31160,4234,Aditi,965,S965
Aditi_966_S966,0,0,68686,0,68686,71110,71852,2424,Aditi,966,S966
Aditi_967_S967,0,0,249,0,249,1113,1116,864,Aditi,967,S967
Aditi_968_S968,0,0,1281,0,1281,2167,2180,886,Aditi,968,S968
Aditi_969_S969,0,0,32041,0,32041,35845,36174,3804,Aditi,969,S969
Aditi_97_S97,0,0,0,0,0,410,410,410,Aditi,97,S97
Aditi_970_S970,0,0,15849,0,15849,19419,19582,3570,Aditi,970,S970
Aditi_971_S971,0,0,55544,0,55544,57000,57576,1456,Aditi,971,S971
Aditi_972_S972,0,0,13765,0,13765,18223,18404,4458,Aditi,972,S972
Aditi_973_S973,0,0,42900,0,42900,43344,43830,444,Aditi,973,S973
Aditi_974_S974,0,0,45884,0,45884,47372,47858,1488,Aditi,974,S974
Aditi_975_S975,0,0,2210,0,2210,2456,2482,246,Aditi,975,S975
Aditi_976_S976,0,0,44790,0,44790,47676,48146,2886,Aditi,976,S976
Aditi_977_S977,0,0,43551,0,43551,48125,48620,4574,Aditi,977,S977
Aditi_978_S978,0,0,148,0,148,2348,2358,2200,Aditi,978,S978
Aditi_979_S979,0,0,39549,0,39549,40297,40736,748,Aditi,979,S979
Aditi_98_S98,0,0,0,0,0,1762,1762,1762,Aditi,98,S98
Aditi_980_S980,0,0,10088,0,10088,11930,12038,1842,Aditi,980,S980
Aditi_981_S981,0,0,5411,0,5411,6193,6238,782,Aditi,981,S981
Aditi_982_S982,0,0,75463,0,75463,78333,79124,2870,Aditi,982,S982
Aditi_983_S983,0,0,48116,0,48116,52922,53368,4806,Aditi,983,S983
Aditi_984_S984,0,0,19115,0,19115,20507,20698,1392,Aditi,984,S984
Aditi_985_S985,0,0,52059,0,52059,55515,56048,3456,Aditi,985,S985
Aditi_986_S986,0,0,89880,0,89880,94488,95350,4608,Aditi,986,S986
Aditi_987_S987,0,0,75838,0,75838,78150,78902,2312,Aditi,987,S987
Aditi_988_S988,0,0,78802,0,78802,81686,82544,2884,Aditi,988,S988
Aditi_989_S989,0,0,41869,0,41869,44213,44674,2344,Aditi,989,S989
Aditi_99_S99,0,0,0,0,0,2142,2142,2142,Aditi,99,S99
Aditi_990_S990,0,0,61623,0,61623,62273,62906,650,Aditi,990,S990
Aditi_991_S991,0,0,54814,0,54814,57398,57998,2584,Aditi,991,S991
Aditi_992_S992,0,0,81781,0,81781,84195,85056,2414,Aditi,992,S992
Aditi_993_S993,0,0,28541,0,28541,28857,29160,316,Aditi,993,S993
Aditi_994_S994,0,0,64288,0,64288,66930,67584,2642,Aditi,994,S994
Aditi_995_S995,0,0,30005,0,30005,30323,30632,318,Aditi,995,S995
Aditi_996_S996,0,0,38216,0,38216,41082,41506,2866,Aditi,996,S996
Aditi_997_S997,0,0,48803,0,48803,51009,51464,2206,Aditi,997,S997
Aditi_998_S998,0,0,21156,0,21156,23734,23950,2578,Aditi,998,S998
Aditi_999_S999,0,0,24440,0,24440,25948,26232,1508,Aditi,999,S999
